query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction					
ECP_0510	362663.ECP_0510	0	1105.9	Escherichia	mdlB	GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008144,GO:0008150,GO:0010876,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0033036,GO:0034040,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363		ko:K06147,ko:K18890	ko02010,map02010	M00707			ko00000,ko00001,ko00002,ko02000	3.A.1.106,3.A.1.106.13,3.A.1.106.5,3.A.1.109,3.A.1.21			Bacteria	1MUBM@1224,1RMUR@1236,3XP6P@561,COG1132@1,COG1132@2	NA|NA|NA	P	xenobiotic transmembrane transporting ATPase activity
ECP_0511	1440052.EAKF1_ch0982c	1.4E-53	215.3	Escherichia	glnK	GO:0003674,GO:0005488,GO:0005515,GO:0006808,GO:0008150,GO:0042802,GO:0045848,GO:0048518,GO:0050789,GO:0065007		ko:K04751,ko:K04752	ko02020,map02020				ko00000,ko00001				Bacteria	1RGWK@1224,1S67I@1236,3XPRC@561,COG0347@1,COG0347@2	NA|NA|NA	K	Nitrogen regulatory protein P-II
ECP_0512	362663.ECP_0512	7.9E-209	733	Escherichia	amtB	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008519,GO:0015075,GO:0015291,GO:0015292,GO:0015669,GO:0015670,GO:0015696,GO:0015893,GO:0016020,GO:0016021,GO:0019755,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0098655		ko:K03320					ko00000,ko02000	1.A.11		iEcE24377_1341.EcE24377A_0487	Bacteria	1NR9F@1224,1RNKF@1236,3XP3W@561,COG0004@1,COG0004@2	NA|NA|NA	P	transporter
ECP_0514	362663.ECP_0514	8.3E-70	269.6	Escherichia	ybaY			ko:K09914					ko00000				Bacteria	1N8AF@1224,1SCM7@1236,3XNRM@561,COG3126@1,COG3126@2	NA|NA|NA	S	Type III secretion system lipoprotein chaperone (YscW)
ECP_0515	362663.ECP_0515	1.2E-10	71.2	Bacteria	ybaY			ko:K09914					ko00000				Bacteria	COG3126@1,COG3126@2	NA|NA|NA	S	Type III secretion system lipoprotein chaperone (YscW)
ECP_0517	362663.ECP_0517	7.5E-61	239.6	Escherichia	ybaA												Bacteria	1RHC1@1224,1S6KT@1236,3XPSZ@561,COG5507@1,COG5507@2	NA|NA|NA	S	Protein of unknown function (DUF1428)
ECP_0525	198214.SF0409	6.8E-107	393.3	Gammaproteobacteria	acrR	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042493,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K03577		M00647			ko00000,ko00002,ko03000				Bacteria	1N659@1224,1RPXN@1236,COG1309@1,COG1309@2	NA|NA|NA	K	transcriptional regulator
ECP_0526	362663.ECP_0526	0	2010.7	Escherichia	kefA	GO:0005575,GO:0005623,GO:0005886,GO:0006884,GO:0008150,GO:0008361,GO:0009987,GO:0009992,GO:0016020,GO:0016043,GO:0019725,GO:0030104,GO:0032535,GO:0042592,GO:0044464,GO:0048878,GO:0055082,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066		ko:K05802,ko:K06994,ko:K15771,ko:K22051	ko02010,map02010	M00491			ko00000,ko00001,ko00002,ko02000	1.A.23.1.1,1.A.23.1.2,1.A.23.1.3,3.A.1.1.16,3.A.1.1.2			Bacteria	1MWSA@1224,1RMYY@1236,3XMHD@561,COG1196@1,COG1196@2,COG3264@1,COG3264@2	NA|NA|NA	DM	Mechanosensitive channel that opens in response to membrane tension and specific ionic conditions. Requires high concentrations of external K( ), NH(4)( ), Rb( ) or Cs( ) to gate. May participate in the regulation of osmotic pressure changes within the cell, although it does not appear to have a major role in osmolarity regulation. Forms an ion channel of 1.0 nanosiemens conductance. The channel can remain active for between 30 seconds and over 3 minutes
ECP_0529	199310.c0587	1.3E-63	248.8	Escherichia	ybaN	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K09790					ko00000				Bacteria	1N7BI@1224,1SCJZ@1236,3XPP0@561,COG2832@1,COG2832@2	NA|NA|NA	S	membrane
ECP_0530	199310.c0588	7E-98	363.2	Escherichia	apt	GO:0000287,GO:0003674,GO:0003824,GO:0003999,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006144,GO:0006166,GO:0006168,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042440,GO:0042451,GO:0042455,GO:0042802,GO:0043094,GO:0043096,GO:0043101,GO:0043167,GO:0043169,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046083,GO:0046084,GO:0046112,GO:0046128,GO:0046129,GO:0046148,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100		R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147			iUTI89_1310.UTI89_C0496,ic_1306.c0588	Bacteria	1MVZ6@1224,1S2N9@1236,3XNWM@561,COG0503@1,COG0503@2	NA|NA|NA	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis
ECP_0531	362663.ECP_0531	0	1191.8	Escherichia	dnaX	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030234,GO:0030337,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0042575,GO:0042802,GO:0043170,GO:0043846,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050790,GO:0061695,GO:0065007,GO:0065009,GO:0071704,GO:0090304,GO:0098772,GO:1901360,GO:1901576,GO:1902494,GO:1990234	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1MVCK@1224,1RMIA@1236,3XNC3@561,COG2812@1,COG2812@2	NA|NA|NA	F	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits
ECP_0532	1005994.GTGU_01283	2.5E-42	177.9	Gammaproteobacteria	ybaB	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363		ko:K06187,ko:K09747	ko03440,map03440				ko00000,ko00001,ko03400				Bacteria	1RGZD@1224,1S5WU@1236,COG0718@1,COG0718@2	NA|NA|NA	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection
ECP_0533	362663.ECP_0533	1E-110	406	Escherichia	recR	GO:0000731,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576		ko:K06187	ko03440,map03440				ko00000,ko00001,ko03400				Bacteria	1MV9Q@1224,1RN99@1236,3XM8A@561,COG0353@1,COG0353@2	NA|NA|NA	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO
ECP_0534	155864.EDL933_0548	0	1227.2	Escherichia	htpG	GO:0000302,GO:0000303,GO:0000305,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010035,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030312,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0042623,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0070887,GO:0071450,GO:0071451,GO:0071944,GO:1901700,GO:1901701		ko:K04079	ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418				ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147				Bacteria	1MUUE@1224,1RNWD@1236,3XNBQ@561,COG0326@1,COG0326@2	NA|NA|NA	O	Molecular chaperone. Has ATPase activity
ECP_0535	199310.c0594	5.1E-116	423.7	Escherichia	adk	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004017,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006172,GO:0006412,GO:0006518,GO:0006629,GO:0006644,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009133,GO:0009135,GO:0009136,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009179,GO:0009180,GO:0009185,GO:0009188,GO:0009259,GO:0009260,GO:0009987,GO:0010467,GO:0015949,GO:0015950,GO:0015951,GO:0016070,GO:0016208,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019205,GO:0019438,GO:0019538,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046390,GO:0046483,GO:0046872,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090304,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.7.4.3	ko:K00939	ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130	M00049	R00127,R01547,R11319	RC00002	ko00000,ko00001,ko00002,ko01000,ko04147			iECH74115_1262.ECH74115_0566,iEKO11_1354.EKO11_3373,iG2583_1286.G2583_0586	Bacteria	1MXCZ@1224,1RMT6@1236,3XP7G@561,COG0563@1,COG0563@2	NA|NA|NA	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism
ECP_0536	199310.c0595	1.2E-185	655.6	Escherichia	hemH	GO:0003674,GO:0003824,GO:0004325,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0050896,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000			iAPECO1_1312.APECO1_1540,iECS88_1305.ECS88_0472,iEcE24377_1341.EcE24377A_0515	Bacteria	1MVR1@1224,1RMMS@1236,3XP5C@561,COG0276@1,COG0276@2	NA|NA|NA	H	Catalyzes the ferrous insertion into protoporphyrin IX
ECP_0538	155864.EDL933_0553	7.9E-257	892.5	Escherichia	gsk	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008906,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237	2.7.1.20,2.7.1.73,2.7.1.92	ko:K00856,ko:K00892,ko:K03338	ko00230,ko00562,ko01100,ko01120,map00230,map00562,map01100,map01120		R00185,R01131,R01228,R05661	RC00002,RC00017	ko00000,ko00001,ko01000			iSDY_1059.SDY_0442	Bacteria	1MUUC@1224,1RMN2@1236,3XMG2@561,COG0524@1,COG0524@2	NA|NA|NA	F	inosine kinase activity
ECP_0541	362663.ECP_0541	0	1117.8	Escherichia	ushA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0006139,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008252,GO:0008253,GO:0008768,GO:0009225,GO:0009987,GO:0016311,GO:0016462,GO:0016787,GO:0016788,GO:0016791,GO:0016817,GO:0016818,GO:0030288,GO:0030313,GO:0031975,GO:0034641,GO:0042578,GO:0042597,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:1901135,GO:1901360	3.1.3.5,3.6.1.45	ko:K11751	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110		R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000			iEC55989_1330.EC55989_0493,iECIAI1_1343.ECIAI1_0483,iECO103_1326.ECO103_0456,iECSE_1348.ECSE_0505	Bacteria	1MX03@1224,1RPX3@1236,3XM6V@561,COG0737@1,COG0737@2	NA|NA|NA	F	Belongs to the 5'-nucleotidase family
ECP_0546	362663.ECP_0546	2.4E-52	211.1	Gammaproteobacteria	higB	GO:0008150,GO:0008219,GO:0009987		ko:K07334					ko00000,ko02048				Bacteria	1MZKX@1224,1S9WR@1236,COG3549@1,COG3549@2	NA|NA|NA	L	Plasmid maintenance system killer
ECP_0547	155864.EDL933_0559	4.5E-55	220.3	Escherichia	ybaQ	GO:0008150,GO:0009636,GO:0042221,GO:0050896		ko:K21498					ko00000,ko02048				Bacteria	1N76J@1224,1SCYV@1236,3XQ5N@561,COG3093@1,COG3093@2	NA|NA|NA	K	sequence-specific DNA binding
ECP_0549	314271.RB2654_14845	2E-14	87.8	Alphaproteobacteria													Bacteria	1NXQG@1224,2BX0W@1,2UTQ3@28211,33YPJ@2	NA|NA|NA		
ECP_0550	362663.ECP_0550	1.6E-174	618.6	Escherichia	glsA	GO:0003674,GO:0003824,GO:0004359,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006543,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009064,GO:0009065,GO:0009084,GO:0009268,GO:0009628,GO:0009987,GO:0010447,GO:0016043,GO:0016053,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0019752,GO:0022607,GO:0040008,GO:0043436,GO:0043648,GO:0043650,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0045926,GO:0046394,GO:0046395,GO:0048519,GO:0050789,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0065007,GO:0071704,GO:0071840,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607	3.5.1.2	ko:K01425	ko00220,ko00250,ko00471,ko01100,ko04724,ko04727,ko04964,ko05206,ko05230,map00220,map00250,map00471,map01100,map04724,map04727,map04964,map05206,map05230		R00256,R01579	RC00010,RC02798	ko00000,ko00001,ko01000			e_coli_core.b0485,iAF1260.b0485,iB21_1397.B21_00441,iBWG_1329.BWG_0366,iECBD_1354.ECBD_3171,iECB_1328.ECB_00436,iECDH10B_1368.ECDH10B_0442,iECDH1ME8569_1439.ECDH1ME8569_0469,iECD_1391.ECD_00436,iECO111_1330.ECO111_0520,iETEC_1333.ETEC_0537,iEcDH1_1363.EcDH1_3125,iJO1366.b0485,iJR904.b0485,iUMNK88_1353.UMNK88_538,iY75_1357.Y75_RS02500	Bacteria	1MWB5@1224,1RMY9@1236,3XMCV@561,COG2066@1,COG2066@2	NA|NA|NA	E	Belongs to the glutaminase family
ECP_0551	199310.c0606	9.6E-223	779.2	Escherichia	ybaT	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0008150,GO:0009268,GO:0009628,GO:0010035,GO:0010038,GO:0016020,GO:0042221,GO:0044464,GO:0046688,GO:0050896,GO:0071944,GO:0097501,GO:1990169		ko:K16263					ko00000,ko02000	2.A.3.13			Bacteria	1QVWZ@1224,1T2MA@1236,3XPI4@561,COG0531@1,COG0531@2	NA|NA|NA	E	transport protein
ECP_0552	199310.c0607	4.1E-71	273.9	Escherichia	cueR	GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001130,GO:0001131,GO:0001199,GO:0001204,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005507,GO:0005515,GO:0005575,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010035,GO:0010038,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070887,GO:0071241,GO:0071248,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141		ko:K13638,ko:K19591		M00769			ko00000,ko00002,ko01504,ko03000				Bacteria	1RGX6@1224,1S8ZG@1236,3XPJ0@561,COG0789@1,COG0789@2	NA|NA|NA	K	Regulates the transcription of the copA and cueO genes. It detects cytoplasmic copper stress and activates transcription in response to increasing copper concentrations
ECP_0556	199310.c0611	8.2E-125	453	Escherichia	ybbL	GO:0005575,GO:0005623,GO:0005886,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0009987,GO:0016020,GO:0019725,GO:0030003,GO:0042592,GO:0044464,GO:0046916,GO:0048878,GO:0050801,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071944,GO:0098771		ko:K02065,ko:K02068	ko02010,map02010	M00210,M00211,M00669,M00670			ko00000,ko00001,ko00002,ko02000	3.A.1.27			Bacteria	1NZKM@1224,1RQ94@1236,3XPEP@561,COG4619@1,COG4619@2	NA|NA|NA	P	Part of the ABC transporter complex FetAB, which is probably involved in iron export and enhances resistance to H(2)O(2)-mediated oxidative stress. Probably responsible for energy coupling to the transport system
ECP_0557	155864.EDL933_0579	1.3E-129	469.2	Escherichia	ybbM	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0009987,GO:0015075,GO:0016020,GO:0016021,GO:0019725,GO:0022857,GO:0030003,GO:0031224,GO:0031226,GO:0034220,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071944,GO:0098771		ko:K02069		M00211			ko00000,ko00002,ko02000	9.B.25.1			Bacteria	1MV2N@1224,1RSGA@1236,3XPB6@561,COG0390@1,COG0390@2	NA|NA|NA	S	Part of the ABC transporter complex FetAB, which is probably involved in iron export and enhances resistance to H(2)O(2)-mediated oxidative stress. Probably responsible for the translocation of the substrate across the membrane
ECP_0561	362663.ECP_0561	2.7E-32	144.1	Escherichia	ybbA			ko:K02003		M00258			ko00000,ko00002,ko02000	3.A.1			Bacteria	1MXG9@1224,1RMG1@1236,3XMIH@561,COG4181@1,COG4181@2	NA|NA|NA	P	ATP-binding protein YbbA
ECP_0562	362663.ECP_0562	3.5E-79	300.8	Escherichia	ybbA	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0008144,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363		ko:K02003		M00258			ko00000,ko00002,ko02000	3.A.1			Bacteria	1MXG9@1224,1RMG1@1236,3XMIH@561,COG4181@1,COG4181@2	NA|NA|NA	P	ATP-binding protein YbbA
ECP_0563	362663.ECP_0563	0	1534.2	Escherichia	ybbP	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K02004		M00258			ko00000,ko00002,ko02000	3.A.1			Bacteria	1MU9R@1224,1RM8Y@1236,3XMBI@561,COG3127@1,COG3127@2	NA|NA|NA	Q	FtsX-like permease family
ECP_0566	362663.ECP_0566	1E-89	335.9	Escherichia	allA	GO:0003674,GO:0003824,GO:0016829,GO:0016840,GO:0016842,GO:0050385	4.3.2.3	ko:K01483	ko00230,ko01100,map00230,map01100		R00776	RC00153,RC00379	ko00000,ko00001,ko01000			iAF1260.b0505,iBWG_1329.BWG_0382,iECDH10B_1368.ECDH10B_0461,iECDH1ME8569_1439.ECDH1ME8569_0489,iEcDH1_1363.EcDH1_3107,iJO1366.b0505,iJR904.b0505,iY75_1357.Y75_RS02595	Bacteria	1RH5G@1224,1T0X7@1236,3XQTI@561,COG3194@1,COG3194@2	NA|NA|NA	F	Catalyzes the catabolism of the allantoin degradation intermediate (S)-ureidoglycolate, generating urea and glyoxylate. Involved in the anaerobic utilization of allantoin as sole nitrogen source. Reinforces the induction of genes involved in the degradation of allantoin and glyoxylate by producing glyoxylate
ECP_0567	199310.c0621	3.5E-146	524.2	Escherichia	allR	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0033554,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K10973,ko:K13641					ko00000,ko03000				Bacteria	1R5WB@1224,1RZAS@1236,3XQPE@561,COG1414@1,COG1414@2	NA|NA|NA	K	IclR helix-turn-helix domain
